College,Year,Fielding_Percentage,Scoring,WL_Percentage,Hit_Batters,Earned_Run_Average,Triples_per_Game,Home_Runs_per_game,Slugging_Percentage,Double_Plays_per_Game,On_Base_Percentage,Stolen_Bases_per_Game,Strikeout-to-Walk_Ratio,Batting_Average,Doubles_per_Game,Shutouts,Team_Strikeouts_Per_Seven_Innings
Southern Ill.,2013,0.968,5.27,0.481,,4.29,0.1,0.71,0.402,0.17,,0.52,,0.265,1.44,,
Southern Ill.,2014,0.964,5.15,0.538,,3.89,0.12,0.58,,0.33,,1.0,,0.277,1.5,,
Southern Ill.,2015,0.96,4.02,0.448,,4.72,0.15,0.71,0.402,0.31,,0.88,,0.254,1.38,,
Southern Ill.,2016,0.967,4.63,0.635,,2.45,0.1,0.73,0.416,0.21,,1.08,,0.268,1.38,,
Southern Ill.,2017,0.977,4.18,0.579,,2.81,0.12,0.67,0.388,0.11,,0.81,,0.257,1.09,,
Southern Ill.,2018,0.962,4.7,0.585,,2.99,0.08,0.89,0.416,0.26,,0.62,,0.268,1.15,,
Southern Ill.,2019,0.979,5.41,0.694,22.0,2.8,0.08,0.9,0.458,0.24,0.402,0.9,2.33,0.302,1.16,10.0,
Southern Miss.,2013,0.948,2.8,0.255,,4.47,0.11,0.38,0.305,0.22,,0.42,,0.213,0.95,,
Southern Miss.,2014,0.946,3.81,0.415,,4.84,0.19,0.3,,0.34,,0.51,,0.251,1.04,,
Southern Miss.,2015,0.951,3.85,0.346,,4.45,0.15,0.29,0.358,0.25,,0.46,,0.272,1.06,,
Southern Miss.,2016,0.966,3.93,0.517,,3.62,0.1,0.47,0.387,0.33,,0.28,,0.278,1.26,,
Southern Miss.,2017,0.957,4.19,0.509,,2.65,0.23,0.42,0.372,0.4,,0.85,,0.267,1.0,,
Southern Miss.,2018,0.96,3.69,0.345,,3.93,0.2,0.33,0.355,0.27,,1.11,,0.264,1.0,,
Southern Miss.,2019,0.969,4.73,0.577,32.0,2.37,0.15,0.6,0.423,0.21,0.368,1.23,2.3,0.286,1.46,10.0,
Southern U.,2013,0.915,2.71,0.104,,7.41,0.15,0.15,0.273,0.27,,0.81,,0.214,0.63,,
Southern U.,2014,0.921,3.48,0.229,,7.53,0.17,0.25,,0.27,,1.23,,0.239,0.67,,
Southern U.,2015,0.948,3.97,0.533,14.0,3.78,0.07,0.37,0.346,0.53,,1.27,,0.26,1.03,,
Southern U.,2016,0.933,5.41,0.375,8.0,5.36,0.16,0.53,0.415,0.31,,1.66,,0.297,1.0,,
Southern U.,2017,0.906,5.03,0.436,17.0,3.89,0.13,0.67,0.424,0.26,,1.38,,0.295,1.0,,
Southern U.,2018,0.927,4.6,0.425,13.0,4.4,0.13,0.63,0.413,0.2,,2.15,,0.28,1.28,,
Southern U.,2019,0.93,2.54,0.229,14.0,3.64,0.06,0.09,0.269,0.11,0.31,1.37,1.64,0.23,0.6,1.0,
Southern Utah,2013,0.955,3.63,0.346,,5.06,0.06,0.52,0.366,0.75,,0.37,,0.258,1.12,,
Southern Utah,2014,0.957,4.96,0.426,,5.27,0.07,0.85,,0.44,,0.65,,0.296,0.93,,
Southern Utah,2015,0.953,3.88,0.4,,5.04,0.04,0.58,0.391,0.3,,0.88,,0.275,1.16,,
Southern Utah,2016,0.937,3.85,0.25,,7.38,0.13,0.6,0.393,0.29,,0.62,,0.266,1.19,,
Southern Utah,2017,0.961,3.83,0.326,,6.24,0.17,0.52,0.394,0.26,,0.54,,0.277,1.09,,
Southern Utah,2018,0.944,3.64,0.191,,7.58,0.19,0.87,0.443,0.28,,0.53,,0.27,1.19,,
Southern Utah,2019,0.948,3.95,0.15,32.0,6.78,0.13,0.55,0.393,0.5,0.336,0.6,0.49,0.275,1.25,,
State Bonaventure,2013,0.947,3.65,0.192,,6.11,0.13,0.48,0.347,0.25,,0.77,,0.252,0.83,,
State Bonaventure,2014,0.962,2.58,0.175,,6.92,0.1,0.25,,0.28,,1.18,,0.236,0.7,,
State Bonaventure,2015,0.962,3.85,0.385,,4.52,0.15,0.36,0.378,0.51,,2.05,,0.286,1.05,,
State Bonaventure,2016,0.959,3.7,0.319,17.0,5.23,0.15,0.57,0.382,0.11,,1.91,,0.272,0.94,,
State Bonaventure,2017,0.942,3.06,0.245,,5.37,0.1,0.37,0.316,0.16,,0.96,,0.228,0.92,,
State Bonaventure,2018,0.945,3.19,0.238,,6.53,0.26,0.24,0.343,0.14,,1.05,,0.242,1.29,,
State Bonaventure,2019,0.942,3.0,0.2,29.0,6.63,0.16,0.31,0.332,0.24,0.316,1.22,0.99,0.24,1.04,,
State John's (NY),2013,0.954,3.15,0.33,,3.8,0.15,0.64,0.373,0.34,,0.53,,0.249,1.0,,
State John's (NY),2014,0.961,3.75,0.549,,3.76,0.06,0.61,,0.53,,0.78,,0.276,1.12,,
State John's (NY),2015,0.955,5.17,0.596,,3.06,0.13,0.74,0.46,0.4,,1.04,,0.317,1.3,,
State John's (NY),2016,0.969,4.82,0.592,,3.35,0.12,0.69,0.435,0.33,,1.29,,0.295,1.27,,
State John's (NY),2017,0.966,5.77,0.667,,3.19,0.21,0.67,0.453,0.19,0.389,1.4,,0.315,1.35,,
State John's (NY),2018,0.959,5.38,0.48,,4.79,0.08,1.24,0.488,0.12,,1.06,,0.302,1.32,,
State John's (NY),2019,0.955,5.08,0.542,26.0,4.39,0.15,0.98,0.463,0.23,0.376,1.48,1.35,0.285,1.38,6.0,
Stanford,2013,0.973,5.5,0.65,,2.76,0.32,0.75,0.444,0.2,,1.03,,0.3,1.1,,
Stanford,2014,0.959,6.02,0.545,,4.53,0.31,0.53,,0.42,0.406,1.0,,0.316,1.6,,
Stanford,2015,0.957,5.09,0.315,,7.22,0.2,0.72,0.421,0.44,,0.41,,0.277,1.22,,
Stanford,2016,0.95,4.08,0.271,,6.13,0.13,0.81,0.383,0.21,,0.08,,0.235,1.04,,
Stanford,2017,0.964,4.27,0.373,,5.73,0.16,0.43,0.378,0.33,,0.16,,0.271,1.2,,
Stanford,2018,0.974,3.67,0.436,,3.72,0.31,0.24,0.346,0.22,,1.0,,0.257,0.91,,
Stanford,2019,0.963,4.66,0.623,33.0,3.29,0.47,0.55,0.425,0.36,0.367,0.77,1.82,0.276,1.19,6.0,
Statetson,2013,0.961,4.55,0.585,,3.32,0.08,0.85,0.418,0.19,,0.75,,0.268,1.21,,
Statetson,2014,0.971,5.19,0.736,,2.12,0.13,0.87,,0.25,,1.26,,0.295,1.43,,
Statetson,2015,0.977,5.38,0.6,,4.1,0.14,0.86,0.457,0.4,,1.88,,0.295,1.18,,
Statetson,2016,0.97,3.61,0.556,18.0,3.08,0.17,0.26,0.35,0.3,,2.0,,0.271,0.91,,
Statetson,2017,0.961,5.26,0.553,,3.36,0.23,0.53,0.401,0.4,,2.81,,0.289,0.91,,
Statetson,2018,0.961,4.12,0.51,,3.41,0.16,0.57,0.389,0.25,,1.75,,0.274,0.82,,
Statetson,2019,0.958,2.91,0.34,28.0,3.32,0.06,0.17,0.296,0.23,0.32,1.64,1.04,0.242,0.77,4.0,
Stony Brook,2013,0.971,3.67,0.583,,2.71,0.05,0.48,0.362,0.28,,0.57,,0.26,1.18,,
Stony Brook,2014,0.963,4.13,0.654,,2.74,0.06,0.69,,0.25,,0.79,,0.279,1.25,,
Stony Brook,2015,0.97,5.85,0.638,,3.13,0.23,1.36,0.511,0.36,,0.96,,0.299,1.28,,
Stony Brook,2016,0.959,4.63,0.519,,3.64,0.06,0.67,0.436,0.23,,0.67,,0.29,1.62,,
Stony Brook,2017,0.965,4.02,0.383,,4.62,0.06,0.68,0.405,0.26,,0.77,,0.281,1.06,,
Stony Brook,2018,0.963,3.89,0.532,,3.27,0.11,0.51,0.376,0.43,,0.6,,0.262,1.19,,
Stony Brook,2019,0.961,4.9,0.627,16.0,2.47,0.08,0.98,0.463,0.2,0.37,0.57,3.26,0.29,1.53,10.0,
Syracuse,2013,0.955,4.02,0.442,,3.96,0.06,1.12,0.398,0.44,,1.15,,0.226,0.96,,
Syracuse,2014,0.96,5.06,0.49,,5.0,0.12,1.18,0.487,0.29,,0.78,,0.289,1.49,,
Syracuse,2015,0.962,4.72,0.435,,4.81,0.11,0.93,0.424,0.35,,0.54,,0.265,1.09,,
Syracuse,2016,0.976,4.15,0.509,,2.82,0.15,0.89,0.398,0.38,,0.7,,0.249,1.0,,
Syracuse,2017,0.964,5.36,0.62,,3.12,0.18,0.64,0.444,0.28,0.389,0.82,,0.308,1.5,,
Syracuse,2018,0.968,4.36,0.6,,2.35,0.42,0.28,0.374,0.2,,1.16,,0.268,1.12,,
Syracuse,2019,0.956,4.42,0.396,44.0,4.69,0.26,0.51,0.405,0.23,0.358,0.89,1.44,0.263,1.38,6.0,
Temple,2013,0.967,6.17,0.552,,5.29,0.05,1.62,0.537,0.45,,0.97,,0.303,1.29,,
Temple,2014,0.952,3.38,0.333,,4.32,0.16,0.71,,0.2,,0.47,,0.241,0.89,,
Tennessee,2013,0.974,6.64,0.813,,1.84,0.27,1.02,0.509,0.2,,1.78,,0.326,1.28,,
Tennessee,2014,0.966,6.33,0.793,,2.32,0.19,1.4,0.546,0.29,0.426,1.05,,0.313,1.53,,7.1
Tennessee,2015,0.962,6.42,0.734,,2.97,0.2,1.56,0.553,0.28,0.413,0.66,,0.302,1.39,,
Tennessee,2016,0.959,7.22,0.729,,2.25,0.25,0.97,0.523,0.14,0.446,1.68,,0.325,1.53,,
Tennessee,2017,0.974,6.37,0.8,,1.98,0.18,0.67,0.462,0.2,0.418,1.68,,0.316,1.33,,
Tennessee,2018,0.967,5.81,0.774,,2.48,0.13,0.84,0.453,0.31,0.4,1.06,,0.306,1.15,,
Tennessee,2019,0.978,5.75,0.717,22.0,2.21,0.17,0.82,0.455,0.15,0.392,1.13,3.87,0.302,1.17,14.0,
Tennessee State,2013,0.924,2.82,0.286,,3.4,0.16,0.27,0.314,0.27,,1.04,,0.24,0.69,,
Tennessee State,2014,0.934,2.57,0.321,,3.38,0.07,0.21,,0.3,,0.71,,0.222,0.71,,
Tennessee State,2015,0.929,3.38,0.229,,6.3,0.19,0.4,0.365,0.38,,1.06,,0.265,0.94,,
Tennessee State,2016,0.943,2.82,0.182,,7.27,0.11,0.29,0.324,0.4,,0.56,,0.241,0.89,,
Tennessee State,2017,0.933,3.06,0.245,,5.48,0.08,0.12,0.282,0.39,,1.24,,0.223,0.92,,
Tennessee State,2018,0.947,1.98,0.077,,6.29,0.06,0.17,0.262,0.25,,1.04,,0.198,0.83,,
Tennessee State,2019,0.946,3.05,0.31,22.0,4.25,0.14,0.31,0.328,0.4,0.325,0.83,1.09,0.249,0.83,2.0,
Tennessee Tech,2013,0.959,3.86,0.44,,3.52,0.12,0.44,0.359,0.2,,1.0,,0.259,1.12,,
Tennessee Tech,2014,0.958,3.81,0.424,,3.69,0.15,0.63,,0.34,,0.92,,0.252,1.02,,
Tennessee Tech,2015,0.968,4.49,0.541,,3.7,0.1,1.05,0.457,0.25,,0.36,,0.284,1.3,,
Tennessee Tech,2016,0.962,3.59,0.411,,4.33,0.05,0.73,0.371,0.23,,0.84,,0.243,0.91,,
Tennessee Tech,2017,0.963,3.41,0.348,,4.14,0.02,1.02,0.396,0.33,,0.61,,0.236,1.09,,
Tennessee Tech,2018,0.956,3.8,0.327,,4.9,0.02,0.78,0.395,0.1,,0.47,,0.254,1.29,,
Tennessee Tech,2019,0.955,3.96,0.4,23.0,4.27,0.09,0.89,0.385,0.2,0.309,0.76,1.29,0.242,0.93,6.0,
Texas,2013,0.971,5.84,0.836,,1.65,0.21,0.8,0.473,0.16,,2.07,,0.322,1.15,,
Texas,2014,0.965,5.79,0.603,,2.8,0.36,0.83,0.494,0.36,0.414,1.41,,0.333,1.1,,
Texas,2015,0.963,5.71,0.691,,2.97,0.22,1.02,0.475,0.18,,0.84,,0.302,1.07,,
Texas,2016,0.967,5.31,0.704,,2.45,0.22,0.87,0.467,0.44,,0.98,,0.3,1.3,,
Texas,2017,0.968,4.54,0.559,,2.09,0.22,0.47,0.397,0.31,,0.56,,0.278,1.36,,
Texas,2018,0.976,3.46,0.559,,2.45,0.07,0.42,0.376,0.22,,0.63,,0.268,1.32,,
Texas,2019,0.963,5.03,0.73,24.0,1.7,0.21,0.65,0.452,0.27,0.377,0.97,3.82,0.302,1.44,22.0,
Texas A&M,2013,0.966,6.1,0.7,,3.03,0.15,1.72,0.572,0.32,,1.03,,0.303,1.2,,
Texas A&M,2014,0.97,5.97,0.627,,3.71,0.19,1.15,0.498,0.29,,0.59,,0.304,1.32,,
Texas A&M,2015,0.966,5.25,0.667,,3.45,0.03,1.12,0.459,0.28,,0.62,,0.278,1.15,,
Texas A&M,2016,0.965,7.27,0.661,,3.86,0.08,1.46,0.551,0.37,0.437,1.68,,0.328,1.31,,
Texas A&M,2017,0.977,5.73,0.783,,2.06,0.12,1.0,0.49,0.4,0.412,1.17,,0.298,1.53,,
Texas A&M,2018,0.977,4.82,0.71,,2.22,0.13,0.81,0.45,0.39,,0.85,,0.296,1.26,,
Texas A&M,2019,0.965,4.42,0.509,31.0,3.7,0.11,0.58,0.39,0.49,0.351,0.75,1.19,0.273,0.98,7.0,
Texas Southern,2013,0.974,5.94,0.673,,3.08,0.24,0.45,0.457,0.24,,1.71,,0.341,1.33,,
Texas Southern,2014,0.962,6.63,0.608,,3.91,0.14,0.41,,0.2,0.412,1.41,,0.334,1.47,,
Texas Southern,2015,0.954,5.44,0.581,,3.88,0.09,0.6,0.43,0.09,,1.09,,0.304,1.44,,
Texas Southern,2016,0.957,5.43,0.591,,4.04,0.34,0.27,0.404,0.18,,1.11,,0.301,1.34,,
Texas Southern,2017,0.961,4.17,0.543,16.0,2.9,0.17,0.2,0.359,0.28,,1.0,,0.275,1.15,,
Texas Southern,2018,0.954,5.21,0.57,,3.26,0.16,0.42,0.399,0.21,,2.02,,0.295,1.19,,
Texas Southern,2019,0.945,3.73,0.481,23.0,3.68,0.27,0.5,0.39,0.1,0.335,0.81,1.66,0.267,1.12,7.0,
Texas State,2013,0.964,3.34,0.321,,3.57,0.11,0.3,0.325,0.36,,1.07,,0.246,0.96,,
Texas State,2014,0.966,4.27,0.464,,3.59,0.14,0.8,,0.25,,1.04,,0.272,1.04,,
Texas State,2015,0.976,5.38,0.604,,3.72,0.13,1.11,0.482,0.15,,0.98,,0.29,1.25,,
Texas State,2016,0.972,4.15,0.645,,2.13,0.13,0.52,0.376,0.24,,0.66,,0.256,1.1,,
Texas State,2017,0.962,4.05,0.712,,1.72,0.07,0.8,0.383,0.24,,0.44,,0.237,1.08,,
Texas State,2018,0.967,4.14,0.729,,1.81,0.25,0.58,0.408,0.2,,0.93,,0.28,1.08,,
Texas State,2019,0.963,4.39,0.537,16.0,3.55,0.11,0.5,0.374,0.28,0.376,1.7,1.89,0.261,1.11,9.0,
Texas Tech,2013,0.949,5.89,0.536,,3.31,0.13,0.95,0.475,0.18,,0.98,,0.301,1.59,,
Texas Tech,2014,0.952,5.43,0.648,,3.17,0.3,0.91,0.473,0.28,,1.69,,0.298,1.17,,
Texas Tech,2015,0.962,5.67,0.49,,5.07,0.2,0.96,0.482,0.12,,1.69,,0.31,1.2,,
Texas Tech,2016,0.953,4.42,0.418,,5.77,0.15,1.09,0.471,0.35,,1.13,,0.28,1.24,,
Texas Tech,2017,0.953,4.16,0.345,,4.72,0.24,0.93,0.409,0.31,,1.25,,0.243,1.05,,
Texas Tech,2018,0.963,4.53,0.525,,3.78,0.32,0.85,0.461,0.39,,1.22,,0.294,1.39,,
Texas Tech,2019,0.972,6.07,0.724,40.0,3.03,0.28,1.12,0.519,0.26,0.406,1.47,1.89,0.319,1.28,12.0,
Toledo,2013,0.928,4.28,0.321,,5.01,0.25,0.45,0.397,0.21,,1.38,,0.285,1.28,,
Toledo,2014,0.937,3.89,0.358,,3.82,0.17,0.36,,0.25,,1.36,,0.286,1.06,,
Toledo,2015,0.956,4.13,0.429,,4.26,0.16,0.45,0.376,0.25,,1.86,,0.264,1.27,,
Toledo,2016,0.954,3.2,0.389,,5.1,0.13,0.48,0.344,0.44,,1.56,,0.233,1.04,,
Toledo,2017,0.972,3.93,0.414,,4.97,0.14,0.5,0.381,0.33,,1.22,,0.258,1.38,,
Toledo,2018,0.957,4.45,0.603,,2.72,0.12,0.76,0.404,0.21,,0.98,,0.258,1.31,,
Toledo,2019,0.962,4.39,0.509,65.0,3.95,0.05,0.7,0.399,0.18,0.362,0.67,1.42,0.264,1.33,6.0,
Towson,2013,0.958,3.61,0.517,,3.72,0.15,0.49,0.344,0.2,,0.97,,0.239,0.88,,
Towson,2014,0.957,5.06,0.537,,3.95,0.19,0.81,,0.2,,0.78,,0.283,1.35,,
Towson,2015,0.95,4.61,0.614,11.0,2.71,0.26,0.86,0.463,0.32,,0.68,,0.292,1.26,,
Towson,2016,0.944,6.02,0.685,,3.34,0.13,1.3,0.514,0.2,,1.31,,0.295,1.54,,
Towson,2017,0.954,4.74,0.46,,3.61,0.18,0.96,0.45,0.4,,0.9,,0.283,1.36,,
Towson,2018,0.962,6.18,0.689,,3.38,0.13,0.87,0.5,0.31,0.4,0.97,,0.327,1.66,,
Towson,2019,0.96,4.69,0.5,38.0,3.57,0.3,0.61,0.423,0.17,0.352,0.89,1.76,0.273,1.56,5.0,
Troy,2013,0.941,4.32,0.396,,4.74,0.13,0.55,0.391,0.42,,1.11,,0.262,1.36,,
Troy,2014,0.953,3.13,0.426,,3.03,0.07,0.56,,0.31,,0.85,,0.215,0.63,,
Troy,2015,0.959,5.18,0.582,,3.46,0.15,0.93,0.433,0.31,,0.96,,0.26,1.31,,
Troy,2016,0.965,5.66,0.554,,4.29,0.16,1.11,0.468,0.29,,1.82,,0.281,1.27,,
Troy,2017,0.959,3.91,0.37,,3.99,0.09,0.56,0.376,0.41,,0.78,,0.253,1.26,,
Troy,2018,0.975,4.3,0.567,,3.21,0.07,0.62,0.381,0.42,,1.05,,0.262,1.22,,
Troy,2019,0.974,4.04,0.649,28.0,2.74,0.07,0.44,0.367,0.25,0.366,0.72,2.77,0.263,1.21,10.0,
Tulsa,2013,0.971,5.02,0.72,,1.85,0.24,0.63,0.43,0.37,,0.69,,0.295,1.36,,
Tulsa,2014,0.969,5.94,0.855,,1.53,0.34,0.95,0.504,0.27,0.404,0.48,,0.325,1.39,,8.04
Tulsa,2015,0.97,5.69,0.667,,2.41,0.33,0.83,0.468,0.33,,0.61,,0.3,1.39,,
Tulsa,2016,0.96,5.07,0.625,,2.18,0.16,0.52,0.411,0.29,,0.8,,0.289,1.3,,
Tulsa,2017,0.974,3.88,0.707,,1.72,0.16,0.43,0.372,0.33,,0.64,,0.276,1.0,,
Tulsa,2018,0.97,4.32,0.576,,2.73,0.25,0.51,0.392,0.2,,0.78,,0.271,1.12,,
Tulsa,2019,0.957,4.47,0.649,24.0,2.81,0.14,0.49,0.381,0.26,0.355,0.75,2.16,0.27,1.19,10.0,
UAB,2013,0.966,3.72,0.672,,1.98,0.16,0.72,0.384,0.21,,0.88,,0.26,0.78,,
UAB,2014,0.971,4.14,0.542,,2.57,0.07,0.97,,0.42,,0.29,,0.267,1.07,,7.01
UAB,2015,0.975,4.86,0.627,,4.25,0.06,0.88,0.461,0.45,,0.31,,0.297,1.53,,
UAB,2016,0.971,3.44,0.458,,4.11,0.14,0.49,0.387,0.39,,0.39,,0.268,1.24,,
UAB,2017,0.951,3.15,0.389,,3.49,0.13,0.56,0.327,0.5,,0.44,,0.225,0.8,,
UAB,2018,0.943,3.68,0.449,,3.27,0.17,0.58,0.388,0.29,,0.56,,0.262,1.34,,
UAB,2019,0.958,4.36,0.38,38.0,4.36,0.16,0.5,0.419,0.52,0.354,0.64,1.32,0.29,1.68,2.0,
UC Davis,2013,0.965,2.9,0.481,,2.36,0.15,0.19,0.298,0.21,,1.33,,0.237,0.67,,
UC Davis,2014,0.955,3.13,0.389,,4.07,0.15,0.48,,0.37,,0.7,,0.253,1.02,,
UC Davis,2015,0.958,3.63,0.367,,4.6,0.12,0.29,0.333,0.18,,1.0,,0.252,1.0,,
UC Davis,2016,0.955,2.96,0.3,,4.0,0.14,0.22,0.31,0.34,,1.7,,0.242,0.8,,
UC Davis,2017,0.964,3.83,0.407,,3.6,0.22,0.28,0.343,0.43,,1.41,,0.267,0.8,,
UC Davis,2018,0.968,3.16,0.529,,2.2,0.1,0.33,0.332,0.1,,0.55,,0.25,0.98,,
UC Davis,2019,0.97,4.7,0.736,37.0,1.86,0.19,0.64,0.409,0.3,0.353,0.85,2.9,0.278,1.09,16.0,
UC Riverside,2013,0.948,3.38,0.364,,5.04,0.22,0.44,0.368,0.24,,1.64,,0.269,0.67,,
UC Riverside,2014,0.96,3.5,0.426,,3.99,0.09,0.35,,0.3,,1.43,,0.271,0.98,,
UC Riverside,2015,0.972,4.41,0.696,,2.15,0.14,0.43,0.378,0.45,,0.73,,0.284,0.96,,
UC Riverside,2016,0.971,4.22,0.591,,3.17,0.22,0.35,0.402,0.38,,1.53,,0.299,1.2,,
UC Riverside,2017,0.961,4.54,0.538,,3.3,0.23,0.15,0.334,0.6,,1.15,,0.265,0.9,,
UC Riverside,2018,0.966,4.39,0.613,,2.78,0.27,0.35,0.387,0.29,,0.55,,0.283,1.03,,
UC Riverside,2019,0.963,4.09,0.491,32.0,4.31,0.13,0.47,0.384,0.28,0.358,0.62,1.05,0.274,1.13,4.0,
UC Santa Barbara,2013,0.967,3.55,0.564,,3.08,0.18,0.47,0.38,0.38,,0.67,,0.269,1.11,,
UC Santa Barbara,2014,0.963,4.63,0.63,,3.75,0.24,0.48,,0.3,,0.8,,0.296,1.33,,
UC Santa Barbara,2015,0.935,3.89,0.352,,5.45,0.07,0.48,0.398,0.2,,0.43,,0.296,1.13,,
UC Santa Barbara,2016,0.952,4.39,0.5,,3.43,0.09,0.45,0.396,0.3,,0.59,,0.302,1.05,,
UC Santa Barbara,2017,0.954,3.8,0.525,,3.88,0.15,0.41,0.388,0.1,,0.54,,0.283,1.31,,
UC Santa Barbara,2018,0.939,3.81,0.37,,4.9,0.15,0.46,0.377,0.33,,0.44,,0.274,1.09,,
UC Santa Barbara,2019,0.959,2.62,0.192,44.0,4.45,0.19,0.06,0.305,0.23,0.309,0.33,1.23,0.257,0.73,1.0,
UCF,2013,0.961,3.11,0.537,,2.52,,0.33,0.296,0.19,,2.02,,0.222,0.83,,
UCF,2014,0.966,3.67,0.705,,1.8,0.2,0.48,,0.28,,2.16,,0.279,1.07,,8.02
UCF,2015,0.979,4.49,0.847,,0.93,0.14,0.66,0.408,0.2,,1.63,,0.292,0.78,,
UCF,2016,0.975,3.73,0.633,,2.09,0.15,0.4,0.354,0.27,,0.9,,0.256,0.95,,
UCF,2017,0.962,4.1,0.558,,3.62,0.19,0.31,0.388,0.4,,1.77,,0.288,1.31,,
UCF,2018,0.962,3.66,0.607,,2.53,0.2,0.52,0.371,0.38,,0.84,,0.257,0.91,,
UCF,2019,0.964,3.47,0.618,27.0,1.88,0.18,0.29,0.363,0.22,0.339,1.16,2.24,0.26,1.4,10.0,
UCLA,2013,0.98,5.87,0.667,,2.54,0.2,1.47,0.524,0.27,,0.63,,0.306,1.23,,
UCLA,2014,0.971,6.35,0.867,,2.03,0.18,1.28,0.548,0.32,0.447,0.9,,0.326,1.28,,7.16
UCLA,2015,0.969,7.92,0.81,,2.84,0.22,1.41,0.608,0.44,0.467,1.05,,0.367,1.7,,
UCLA,2016,0.966,6.21,0.711,,3.66,0.18,1.18,0.514,0.79,0.413,0.65,,0.316,1.23,,
UCLA,2017,0.97,5.46,0.762,,2.49,0.08,1.24,0.521,0.37,,0.68,,0.319,1.54,,
UCLA,2018,0.969,6.32,0.892,,1.83,0.23,1.05,0.52,0.28,0.404,0.63,,0.335,1.35,,
UCLA,2019,0.974,7.03,0.903,42.0,1.43,0.21,1.26,0.547,0.23,0.416,0.98,5.52,0.339,1.45,20.0,
UConn,2013,0.947,4.04,0.491,,3.28,0.17,0.75,0.429,0.28,,0.6,,0.286,1.34,,
UConn,2014,0.959,3.14,0.255,,5.49,0.1,0.43,,0.14,,0.45,,0.234,0.78,,
UConn,2015,0.959,3.09,0.34,,4.75,0.11,0.51,0.347,0.38,,0.45,,0.235,1.04,,
UConn,2016,0.968,3.62,0.365,,3.3,0.1,0.44,0.345,0.38,,0.52,,0.251,0.88,,
UConn,2017,0.963,2.54,0.354,,3.68,0.02,0.48,0.319,0.17,,0.4,,0.235,0.58,,
UConn,2018,0.955,2.69,0.364,,3.05,,0.44,0.297,0.16,,0.42,,0.21,0.87,,
UConn,2019,0.96,3.88,0.42,17.0,3.15,0.04,0.56,0.364,0.24,0.328,0.6,2.04,0.258,1.08,8.0,
UIC,2013,0.958,4.56,0.467,,4.35,0.16,0.6,0.426,0.13,,0.49,,0.303,1.2,,
UIC,2014,0.94,4.52,0.364,,4.68,0.2,0.66,,0.2,,0.82,,0.3,1.3,,
UIC,2015,0.956,4.2,0.522,,3.43,0.26,0.35,0.393,0.24,,0.74,,0.291,1.24,,
UIC,2016,0.967,4.49,0.647,,2.26,0.29,0.31,0.382,0.18,,1.71,,0.286,1.1,,
UIC,2017,0.953,4.21,0.639,,2.15,0.3,0.43,0.388,0.33,,1.15,,0.282,0.93,,
UIC,2018,0.968,4.56,0.611,,3.31,0.19,0.44,0.398,0.37,,1.93,,0.29,1.17,,
UIC,2019,0.962,6.13,0.582,39.0,4.22,0.2,0.93,0.497,0.49,0.404,1.42,0.98,0.323,1.36,12.0,
UIW,2019,0.956,2.44,0.167,32.0,5.84,0.1,0.42,0.284,0.08,0.284,0.35,0.79,0.206,0.5,3.0,
UMBC,2013,0.931,3.46,0.212,,5.51,0.04,0.37,0.341,0.27,,0.4,,0.257,0.98,,
UMBC,2014,0.955,5.02,0.585,,3.25,0.09,0.89,,0.25,,0.3,,0.269,1.28,,
UMBC,2015,0.963,4.49,0.449,,3.8,0.02,0.59,0.41,0.33,,0.94,,0.289,1.29,,
UMBC,2016,0.954,3.88,0.446,12.0,4.22,0.09,0.55,0.397,0.38,,0.57,,0.273,1.3,,
UMBC,2017,0.962,4.04,0.423,16.0,3.89,0.19,0.58,0.399,0.38,,0.92,,0.28,1.12,,
UMBC,2018,0.952,3.86,0.279,,4.9,0.19,0.35,0.337,0.14,,1.07,,0.252,0.81,,
UMBC,2019,0.949,4.19,0.556,24.0,2.81,0.2,0.39,0.38,0.15,0.337,1.2,2.27,0.277,1.13,17.0,
UMES,2013,0.925,4.83,0.298,,5.53,0.23,0.23,0.341,0.13,,2.21,,0.261,0.98,,
UMES,2014,0.947,2.79,0.149,,7.49,0.21,0.21,,0.17,,1.4,,0.235,0.79,,
UMES,2015,0.935,3.23,0.179,,7.79,0.18,0.18,0.358,0.23,,1.28,,0.273,1.21,,
UMES,2016,0.942,3.68,0.268,18.0,5.92,0.29,0.12,0.33,0.22,,0.9,,0.262,0.85,,
UMES,2017,0.939,3.13,0.289,,4.22,0.11,0.21,0.322,0.21,,0.53,,0.247,1.11,,
UMES,2018,0.922,2.62,0.103,,6.7,0.05,0.1,0.271,0.33,,0.85,,0.217,0.92,,
UMES,2019,0.925,2.85,0.205,27.0,7.47,0.03,0.15,0.305,0.28,0.318,1.05,0.76,0.231,1.18,1.0,
UMKC,2013,,,0.4,,,,,,,,,,,,,
UMKC,2014,0.949,3.55,0.357,,3.96,,0.43,,0.21,,,,0.249,1.02,,
UMKC,2018,0.953,4.07,0.268,,6.31,0.25,0.66,0.392,0.23,,0.63,,0.263,0.93,,
UMKC,2019,0.948,4.8,0.482,24.0,3.29,0.21,0.66,0.424,0.25,0.353,1.61,1.98,0.28,1.5,8.0,
UMass Lowell,2018,0.955,3.57,0.429,,3.45,0.1,0.53,0.377,0.31,,0.29,,0.253,1.51,,
